identifier,labels,context,source,translation
CAGR001MH,CAGR,Mikhail,Mikhail will find you.,
CAGS000FO,CAGS,Ford,"That's not how true Psychonauts behave, Razputin.",
CAGT000CO,CAGT,Coach,Can't you see I'm busy here?,
CAGT001CO,CAGT,Coach,(Grunt.),
CAGU000VE,CAGU,Vernon,"Raz, I'm sorry but that's not how you play this game.",
CAGV000NI,CAGV,Nils,"Now I'm NEVER going to show you how to do this, jerk!",
CAGW000EL,CAGW,Elka,(...mutter...),
CAGW003EL,CAGW,Elka,Nils?,
CAGW004EL,CAGW,Elka,Nils!,
CAGW005EL,CAGW,Elka,Nils...,
CAGW007DO,CAGW,Dogen,Uh,
CAGW008DO,CAGW,Dogen,Ummmmm,
CAGW009DO,CAGW,Dogen,I dunno.,
CAGW010EL,CAGW,Elka,"Just ignore him, Dogen. He's trying to nose his way into our private conversation.",
CAGW011DO,CAGW,Dogen,But...,
CAGX000MP,CAGX,Milka,Eep.,
CAGX001MP,CAGX,Milka,Eek.,
CAGX002MP,CAGX,Milka,Grk.,
CAGY000KI,CAGY,Kitty,"Just ignore him, Franke.",
CAHA003MF,CAHA,Maloof,Hey!,
CAHA004MF,CAHA,Maloof,Is anybody out there?,
CAHA005MF,CAHA,Maloof,Let me out!,
CAHA006MF,CAHA,Maloof,Hellllllp!,
CAHA007MF,CAHA,Maloof,Somebody!,
CAHA008MF,CAHA,Maloof,There's no bathroom in here!,
CAHB000LI,CAHB,Lili,"Hey, quit it!",
CAHB001LI,CAHB,Lili,Ow. You're lucky you're no good at that yet.,
CAHC000JT,CAHC,J.T.,Hey! You make me chip a tooth on this mouth harp and there's gonna be a showdown!,
CAHC001CP,CAHC,Chops,Careful eh? I just got this thing in tune!,
CAHE000BZ,CAHE,Bobby,Ha ha ha!,
CAHE005BZ,CAHE,Bobby,Look at him squirm!,
CAHE006BZ,CAHE,Bobby,That's the funniest thing I ever saw!,
CAHE007BZ,CAHE,Bobby,I think I'm going to puke that's so funny.,
CAHE008BZ,CAHE,Bobby,Stupid fish!,
CAHE009BZ,CAHE,Bobby,Think you're better than us cuz you can swim?,
CAHE015BN,CAHE,Benny,So funny!,
CAHE016BN,CAHE,Benny,"Good one, Bobby!",
CAHE017BN,CAHE,Benny,"You've got the best ideas, Bobby!",
CAHE018BN,CAHE,Benny,"Yeah, stupid fish!",
CAHE019BN,CAHE,Benny,"Man, do I hate fish!",
CAHE020BZ,CAHE,Bobby,"Oh, no you don't!",
CAHE021BZ,CAHE,Bobby,Oopsy daisy!,
CAHF000RA,CAHF,Raz,Elton. Ask if any of them have lost a big red button.,
CAHG000FO,CAHG,Ford,"Ah, eager to get whacked on the head with a broom handle too, I see!",
CAHG001FO,CAHG,Ford,Hey! I should wring you out like a wet mop!,
CAHG002FO,CAHG,Ford,"How about I clean your clock instead of the floor, eh?",
CAHH000FO,CAHH,Ford,"I will flip you like a half-done burger, boy.",
CAHH001FO,CAHH,Ford,"I will take out your intestines, fry 'em into hash browns, and sew 'em back into your body before you ever get the chance to try that again!",
CAHH002FO,CAHH,Ford,"How'd you like to be branded with a hot spatula, eh?",
CAHI000FO,CAHI,Ford,I will take one of these paddles to your psychic behind if you don't knock that off!,
CAHI001FO,CAHI,Ford,"I will sink you so deep in that lake, no dredge crew would ever find ya.",
CAHI002FO,CAHI,Ford,"I'll make a canoe out of your hide, if you try that one more time!",
CAHJ000FO,CAHJ,Ford,Ow!,
CAHJ001FO,CAHJ,Ford,Aye!,
CAHJ003FO,CAHJ,Ford,I will rake you into the next dimension if you don't knock that off.,
CAHJ004FO,CAHJ,Ford,"I will whittle you into a neckerchief holder in two seconds, you hear me?",
CAHJ005FO,CAHJ,Ford,"I know places in these woods, I could hide a body so nobody would find it, ever.",
CAHJ006FO,CAHJ,Ford,I will burn you like a pile of autumn leaves if you do that again.,
CAHK000VE,CAHK,Vernon,Shhh! You'll tip off my target.,
CAHK001VE,CAHK,Vernon,Don't tell anyone I'm out here!,
CAHK002RA,CAHK,Raz,Roger.,
CAHK003VE,CAHK,Vernon,You see those guys?,
CAHK004RA,CAHK,Raz,Nope.,
CAHK005VE,CAHK,Vernon,Hm.,
CAHL000RA,CAHL,Raz,Hey are you guys getting back together?,
CAHL003EL,CAHL,Elka,"Hey, only I get to hit him!",
CAHL004NI,CAHL,Nils,"Hey, if I can't hit her, neither can you!",
CAHM000RA,CAHM,Raz,"Hey, what's on?",
CAHM001RA,CAHM,Raz,"What do you like better, TV or air?",
CAHM002RA,CAHM,Raz,"Hey, do you happen to know the country code for Tuvalu?",
CAHM003RA,CAHM,Raz,First question: What do you think the queen is drinking right now? Second question: What was your favorite science fiction miniseries in the eighties?,
CAHM004DO,CAHM,Dogen,TEE VEE!,
CAHN000RA,CAHN,Raz,"Oh, man. These guys are all getting Advanced Levitation training while I'm just standing here!",
CAHN001RA,CAHN,Raz,Yeah. I remember back when I was still in Levitation class.,
CAHP000RA,CAHP,Raz,Heck yeah! Let me at them doggies!,
CAHP001JT,CAHP,J.T.,"Okay then, let's see some fancy shootin!",
CAHP002RA,CAHP,Raz,"Nah, I don't feel like shooting right now. I've got a headache.",
CAHP003JT,CAHP,J.T.,"Ah, me too. ",
CAHP004JT,CAHP,J.T.,Is yours named Elka Doom too?,
CAHP005JT,CAHP,J.T.,Ah ha ha.,
CAHP006JT,CAHP,J.T.,"Wait. She's not around these parts, is she?",
CAHQ000JT,CAHQ,J.T.,"Hey, not bad city slicker!",
CAHQ001JT,CAHQ,J.T.,Bull's-eye!,
CAHQ002JT,CAHQ,J.T.,Hooooo dawg!,
CAHQ003JT,CAHQ,J.T.,Nice job!,
CAHQ004JT,CAHQ,J.T.,Good shootin!,
CAHQ005JT,CAHQ,J.T.,"Aw, next time.",
CAHQ006JT,CAHQ,J.T.,That was close!,
CAHQ007JT,CAHQ,J.T.,"Oooh, too bad.",
CAHQ008JT,CAHQ,J.T.,Steady...,
CAHQ009JT,CAHQ,J.T.,"If that was a rustler, he'd a gotten away!",
CAHS000RA,CAHS,Raz,"I, uh, haven't told Bobby to lay off the fish torture yet, but I'm going to.",
CAHS001EF,CAHS,Elton,Uh-huh.,
CAHS002RA,CAHS,Raz,"Okay, if you guys need me I'm going to be studying Levitation with Milla Vodello.",
CAHS003RA,CAHS,Raz,The Mental Minx?,
CAHT000RA,CAHT,Raz,"Yes, I'd like to practice some more on the Levitation course.",
CAHT001MI,CAHT,Milla,Well... class is over. But the party never ends!,
CAHT002RA,CAHT,Raz,"No, I'm here to warn you.  I think there is a monster in the lake!",
CAHT003MI,CAHT,Milla,You mean the Hideous Hulking Lungfish of Lake Oblongata?,
CAHT004MI,CAHT,Milla,"Darling, every summer camp has its stories. But that's all they are.",
CAHT005RA,CAHT,Raz,This one ate Dogen's brains.,
CAHT006MI,CAHT,Milla,"Now, stop spreading rumors. I know Dogen seems a little... naive... but he is actually a very powerful psychic.",
CAHT007MI,CAHT,Milla,"You know what it's like to stand out, Razputin, so maybe you could help him out, eh?",
CAHT008RA,CAHT,Raz,"Well, I just wanted to stop by and say hi.",
CAHT009MI,CAHT,Milla,"Oh, how nice. Isn't it a lovely day? It just seems like on a beautiful day like this, nothing could go wrong, you know?",
CAHU000VE,CAHU,Vernon,"Oh, now Raz, you made me lose my place. Where was I, girls?",
CAHU001VE,CAHU,Vernon,Oh well. Guess I have to start over at the beginning!,
CAHU002VE,CAHU,Vernon,(Ahem ahem.),
CAHU003RA,CAHU,Raz,"Vernon, you keep watch over these guys while I try to find their brains. I'm going back to Sasha's Lab now to find out what's going on.",
CAHU004VE,CAHU,Vernon,Take your time. I've got a lot of really good stories.,
CAHV000RA,CAHV,Raz,"Hey, there's this whole brain-stealing thing going on that you should know about.",
CAHV001EL,CAHV,Elka,Razputin? NOT NOW.,
CAHW001CP,CAHW,Chops,"Hey, not right now, okay Raz?",
CAHW002RA,CAHW,Raz,Chicks.,
CAHW003CP,CAHW,Chops,Tell me about it.,
CAHX004RA,CAHX,Raz,Maybe these guys are better off without their brains. They seem so nice now.,
CAHY000RA,CAHY,Raz,"You're not going to, uh, kill Benny, are you?",
CAHY001MH,CAHY,Mikhail,Difficult to say. ,
CAHZ000RA,CAHZ,Raz,"Hey, you guys aren't going around taking people's brains out, are you?",
CAHZ001MF,CAHZ,Maloof,"Not yet, but maybe we should do some market research on that, and see if there's a demand for that service.",
CAIA000LI,CAIA,Lili,Quit it! I'm trying to hear something!,
CAIB000RA,CAIB,Raz,"Hey, J.T. I could use a hired gun on this brain-stealing case I'm working on.",
CAIB001JT,CAIB,J.T.,"Huh? Oh, sorry Raz. I'm a little preoccupied right now. Got a lot of figurin' to do.",
CAIC002RA,CAIC,Raz,"You should take advantage of this time to quietly reflect upon your life, Benny.",
CAIC003BN,CAIC,Benny,"Raz, buddy! You gotta help me!",
CAID000EF,CAID,Elton,"Not NOW, Raz!",
CAID001RA,CAID,Raz,"Hey, you guys want to go do something?",
CAID002RA,CAID,Raz,Watch TV or something?,
CAID003RA,CAID,Raz,Want to help me find Dogen's brains?,
CAID004RA,CAID,Raz,They're missing.,
CAID005EF,CAID,Elton,"Mmf. No, he's just like that. Mffm.",
CAID006RA,CAID,Raz,"I, uh, I beat Bobby in this Levitation race. It was pretty cool.",
CAID007RA,CAID,Raz,"I got a, uh... Oarsman's Badge, so I can get us a canoe if you guys want to go... canoeing.",
CAID008RA,CAID,Raz,"Have you guys ever jumped down these big, hollow stumps they have all around camp?",
CAID009RA,CAID,Raz,No?,
CAID010RA,CAID,Raz,"Okay, ummm, I'm gonna go back to Sasha's secret lab now. If you guys need me, that's where I'll be.",
CAIE000RA,CAIE,Raz,Yes! I got a brain!,
CAIF000FO,CAIF,Ford,"Well, the good thing about you finding that kid's brain--besides the whole thinking and feeling they'll be able to do now--",
CAIF001FO,CAIF,Ford,"is that they will be adding their subconscious mental attention to your quest, and their energy will increase your mental health potential!",
CAIF002RA,CAIF,Raz,"That sounds great, but is the surgery going to be dangerous?",
CAIF003FO,CAIF,Ford,Nothing's dangerous when you have the right tools. ,
CAIF004FO,CAIF,Ford,"Messy, yes, but not dangerous.",
CAIF005RA,CAIF,Raz,...and so that's what happened to your brain.,
CAIF006RA,CAIF,Raz,...and that's how the Coach is planning to take over the world.,
CAIF007RA,CAIF,Raz,...so that's who's been kidnapping all the kids.,
CAIF008RA,CAIF,Raz,...and that's why we have to find Lili right away.,
CAIF009RA,CAIF,Raz,"...so, any questions?",
CAIF010RA,CAIF,Raz,"...and so that's why, even though she is a girl, and we are good friends, she is not, technically, my ""girlfriend.""",
CAIF011RA,CAIF,Raz,"...and that is how I beat the Hideous, Hulking Lungfish of Lake Oblongata.",
CAIF012RA,CAIF,Raz,...and then the Lungfish ate me and we became best friends.,
CAIF013RA,CAIF,Raz,...and that's why finding your brain in particular was my highest priority.,
CAIF014RA,CAIF,Raz,"...so, as you can imagine, we are in some bad trouble.",
CAIF015RA,CAIF,Raz,"...that's a good question. But I didn't taste it, so I don't really know the answer for sure.",
CAIF016RA,CAIF,Raz,...and that's why we need your help more than anybody's.,
CAIF017RA,CAIF,Raz,"...and so--long story short--we're hoping for the best, but preparing for the worst.",
CAIF018RA,CAIF,Raz,...and that's how I earned all my merit badges.,
CAIF019RA,CAIF,Raz,Scared? You'd better believe I was scared. You'd have to be a fool not to be. But the trick is to never let them see you sweat!,
CAIF020RA,CAIF,Raz,"...so I said, ""Brainer? I don't even know her!"" Ha ha!",
CAIF021RA,CAIF,Raz,"...no, you can't have the bracelet. She made it for me.",
CAIF022RA,CAIF,Raz,"...no, I promise you. You didn't drool at all.",
CAIF023RA,CAIF,Raz,...The end!,
CAIG000VE,CAIG,Vernon,Not now Raz. I'm trying to finish writing my memoirs before we all die.,
CAIG001RA,CAIG,Raz,"Hey, want to help me save the world?",
CAIG002VE,CAIG,Vernon,Oh man. Gotta work a little turtle with a crown into the story somehow. Hm. Maybe he can be my little wisecracking sidekick.,
CAIH000NI,CAIH,Nils,Don't you have a world to save or something?,
CAIH001NI,CAIH,Nils,"Maybe after I get just a couple good, end of the world hook up sessions in, okay?",
CAIH002NI,CAIH,Nils,I thought this would be a good spot. This is where I hooked up with what's her name the first time. Elka.,
CAIH003NI,CAIH,Nils,Mister? Don't you have any FEMALE friends you can introduce me to?,
CAIH004EL,CAIH,Elka,Pig!,
CAII000EL,CAII,Elka,"Please, I want to be alone. Here on this spot where Nils and I first spoke of our love.",
CAII001EL,CAII,Elka,Can't you see that we're too busy being in love?,
CAII002EL,CAII,Elka,"Oh, Mr. Pokeylope. I wish I had a hard shell like yours. Around my heart.",
CAIJ000DO,CAIJ,Dogen,"Hey, I said I was sorry!",
CAIJ001DO,CAIJ,Dogen,"Well, this could take a while. They're really mad.",
CAIJ002DO,CAIJ,Dogen,Hi. I like your hat.,
CAIK000EF,CAIK,Elton,Ow.,
CAIK001EF,CAIK,Elton,I'm going to wait for Milka to show up. She always knows what to do.,
CAIK002EF,CAIK,Elton,Mmmf. Later. Mmmlf.,
CAIK003EF,CAIK,Elton,Mmmf. Hi. Mmmlf.,
CAIL000KI,CAIL,Kitty,Quit it! This polish isn't dry yet!,
CAIL001KI,CAIL,Kitty,HMM... nope.,
CAIL002KI,CAIL,Kitty,Pff. My dad bought me a bigger turtle than that for my birthday.,
CAIN000FA,CAIN,Franke,Ahhh!,
CAIN001FA,CAIN,Franke,HMM nope.,
CAIN002FA,CAIN,Franke,Glad you finally got a friend.,
CAIP000MH,CAIP,Mikhail,Shall I come out and hurt people?,
CAIP001MF,CAIP,Maloof,"No, keep working.",
CAIP002MF,CAIP,Maloof,"We are. This is how we handle things, in my family.",
CAIP003MF,CAIP,Maloof,"Seems like a nice turtle. You shouldn't get him involved in this mess, Raz.",
CAIQ000CM,CAIQ,Clem,Yay! Mr. Cruller!,
CAIQ001CM,CAIQ,Clem,Mop! Mop! Mop!,
CAIQ002CM,CAIQ,Clem,"Mooooooop, hurray!",
CAIQ003CM,CAIQ,Clem,"Mop, moppy mop-mop!",
CAIQ004CM,CAIQ,Clem,"Mop, Mr. Cruller, Mop!",
CAIQ005CM,CAIQ,Clem,Moppity moppity manamanop-mop!,
CAIQ006CM,CAIQ,Clem,"Hey, if there's one thing the world needs, it's cheer.",
CAIQ007CF,CAIQ,Crystal,Cheerleaders save the world one smile at a time!,
CAIQ008CF,CAIQ,Crystal,Yayyy! Wooo!,
CAIQ010CM,CAIQ,Clem,Three cheers for Mr. Pokeylope!,
CAIQ011CM,CAIQ,Clem,"Hip, hip, hurray!",
CAIQ013CM,CAIQ,Clem,"Hip, hip, hurrayyy!",
CAIS000JT,CAIS,J.T.,"Nice to meet you, Mr. Lope. Better keep that little head tucked away until we give the all-clear.",
CAIT000CP,CAIT,Chops,Thanks. Gotta stay awake when you're on patrol!,
CAIT001CP,CAIT,Chops,I'm just going to save this little part of it right here. ,
CAIT002CP,CAIT,Chops,With my man over there riding shotgun!,
CAIT003CP,CAIT,Chops,I just wish J.T. was here riding shotgun.,
CAIT004CP,CAIT,Chops,Better go put that little guy somewhere safe. There's a war on right now you know.,
CAIU000CH,CAIU,Chloe,"Well, to tell you the truth, earthling, this world is a goner. Right now I'm just trying to hitch a ride to the next one over.",
CAIU001CH,CAIU,Chloe,You know turtles are just visitors from another galaxy who never left. Their shells are actually atmospheric-reentry heat shields.,
CAIU002RA,CAIU,Raz,Pfff. Everyone knows that.,
CAIV000BZ,CAIV,Bobby,(sighs),
CAIV001BZ,CAIV,Bobby,Remind me to kill you later.,
CAIV002BZ,CAIV,Bobby,"That's what we're doing, duh. Chloe has some friends who she's calling who are going to kick the Coach's ass.",
CAIV003BZ,CAIV,Bobby,She used to love that radio.,
CAIV004BZ,CAIV,Bobby,Turtles are stupid.,
CAIW000PH,CAIW,Phoebe,I'm sure you got that under control. I gotta practice for the big celebration afterwards.,
CAIW001PH,CAIW,Phoebe,"Okay, Mr. Turtle. This next song is going out to you!",
CAIX000QU,CAIX,Quentin,"Nah, I feel pretty good letting you take care of that.",
CAIX001QU,CAIX,Quentin,"Hey, little turtle. Careful with that crown if you do any stage diving, okay?",
CAIY000FO,CAIY,Ford,"Hello, Mr. Pokeylope.",
CAIY001FO,CAIY,Ford,Don't crap on my floor. I just mopped.,
CAIZ000FO,CAIZ,Ford,"Mr. Pokeylope. Stay away from the canoes, and we won't have any problems. Understand?",
CAJA000FO,CAJA,Ford,Git that thing away from me!,
CAJA001FO,CAJA,Ford,"Hello, Mr. Pokeylope. ",
CAJA002FO,CAJA,Ford,Could you please tell your friend that these woods are off limits?,
CAJB000RA,CAJB,Raz,"""If you're reading this then you're late for class! Report for Basic Braining immediately to avoid detention in the Geodesic Psychoisolation Chamber. --Coach Oleander.""",
CAJB001RA,CAJB,Raz,"""Attention: everyone. You should all be aware that Nils Lutfisk and I have BROKEN UP forever. He is a pig, a child, and a loser, and I don't even care because James Hoofburger is my new boyfriend, and he is a MAN. Sincerely, Elka Doom.""",
CAJB002RA,CAJB,Raz,"""Children, we all like to tell ghost stories at camp, but please, the horrible stories about the monster that ALLEGEDLY lives in the lake and eats children's brains are getting a little out of hand. Some of the younger children are terrified. So please, keep the stories happy, okay? Love, Milla Vodello.""",
CAJB003RA,CAJB,Raz,"""Hey Maloof. Message to you from Bobby Zilch: You're dead. Regards, Benny 'The Nose' Fidelio.""",
CAJB004RA,CAJB,Raz,"""OFFICIAL NOTICE: Any children caught burning, shooting, tossing, or in anyway harming the squirrels or birds of Whispering Rock will immediately be put in Psychoisolation.""",
CAJB005RA,CAJB,Raz,"""Levitation Class today, 1:00pm on the floating dock. Instructor: Milla Vodello.""",
CAJB006RA,CAJB,Raz,"""Subjects wanted for experimentation. Must have above-average tolerance for psychic duress. Permanent damage is not expected, but all participants will be expected to sign a standard waiver of liability. Contact Sasha Nein for details.""",
CAJB007RA,CAJB,Raz,"""Dear Visitors from Other Galaxies, this is Chloe Barge. I have been receiving your psychic transmissions and am attempting to return communication. I have found a psychic radio and am attempting to retune to transmit to your galaxy. Stand by.""",
CAJB008RA,CAJB,Raz,"""Goodbye cruel camp. I'm tired of being picked on by Bobby and all the mean kids at camp. If I just had one friend here who was nice then I would stay but you're all mean and no one stands up for me so I'm going home. I'll be in the parking lot, waiting for my dad, so if you want to pick on me one last time, you'd better hurry. --Maloof.""",
CAJB009RA,CAJB,Raz,"""Just an update for everyone. Nils and I are STILL broken up, and no matter how much he begs, I am not taking him back. Also, you should know that my new boyfriend doesn't like being called J.T. anymore. His real name is James. Sincerely, Elka.""",
CAJB010RA,CAJB,Raz,"""If anyone talks to the squirrels, they shouldn't listen because the squirrels are a bunch of stupid liars. --Dogen.""",
CAJB011RA,CAJB,Raz,"""Great Deals in the Main Lodge Store! Drop by for great prices on Dream Fluffs, PSI Cores, and more! All available for just a few pieces of Psitanium!""",
CAJB012RA,CAJB,Raz,"""BAND PRACTICE TODAY: In the main lodge, the Levitators will be jamming this afternoon. Please come by if you'd like to try out for the band!""",
CAJB013RA,CAJB,Raz,"""Warning: If I find out who's been biting holes in the bottom of these canoes, someone is going to get paddled. --Admiral Cruller.""",
CAJB014RA,CAJB,Raz,"""UPDATE: The Levitators have broken up. However there will be a practice session of the Firestarters today in the main lodge. We are looking for someone who can play rock flute. Come on by and try out!""",
CAJB015RA,CAJB,Raz,"""Lili, if you're looking for me, I'll be down by the lake today. The fish seem a little upset, and I'm going to go see what's wrong. But don't worry, I'll still do your homework for tomorrow, if you want. --Elton Fir.""",
CAJB016RA,CAJB,Raz,"""Security cameras have been installed and the next kid who jumps on my car is going to be very, very sorry. --Coach Oleander.""",
CAJB017RA,CAJB,Raz,"""Hey, Clem and I just wanted to say that everyone did great in Basic Braining today! Give yourselves a hand! Woooo! Love, Crystal!"" Man, she dotted every ""I"" with a puffy heart.",
CAJB018RA,CAJB,Raz,"""And I just wanted to say Ditto to that! Double Ditto, in fact. Your friend, Clem.""",
CAJB019RA,CAJB,Raz,"""And I just wanted to point out, in case you didn't know, that Crystal's last name was Snagrash. Crystal Flowers Snagrash! No joke! --Bobby Z.""",
